valid_time,u10,v10,d2m,t2m,msl,tp,latitude,longitude
2024-01-03 12:00:00,0.6911316,-1.7185669,282.4535,286.3787,101646.94,0.0,28.5,77.25
2024-01-03 13:00:00,0.8473511,-1.8296661,282.7145,285.8501,101681.44,0.0,28.5,77.25
2024-01-03 14:00:00,1.0612335,-1.5836487,282.2362,284.12775,101688.0,0.0,28.5,77.25
2024-01-03 15:00:00,1.3079681,-1.0369415,281.7334,282.94116,101729.19,0.0,28.5,77.25
2024-01-03 16:00:00,1.3548889,-0.6012726,281.91797,283.00888,101751.06,0.0,28.5,77.25
2024-01-03 17:00:00,1.5384064,-0.5776825,281.2655,281.98846,101753.69,0.0,28.5,77.25
2024-01-03 18:00:00,1.6588745,-0.67285156,281.01926,281.73175,101755.44,0.0,28.5,77.25
2024-01-03 19:00:00,1.6608887,-0.8440399,281.26733,282.05243,101739.625,9.536743e-07,28.5,77.25
2024-01-03 20:00:00,1.6708374,-1.220871,281.12335,281.76062,101758.375,2.861023e-06,28.5,77.25
2024-01-03 21:00:00,1.6624603,-1.5654907,281.3106,281.995,101772.5,9.536743e-07,28.5,77.25
2024-01-03 22:00:00,1.3748779,-1.9739075,281.51392,283.02618,101771.31,2.3841858e-06,28.5,77.25
2024-01-03 23:00:00,1.420166,-1.7332306,281.49384,282.46713,101777.875,0.0,28.5,77.25
2024-01-04 00:00:00,1.4794464,-1.4493713,281.7259,283.55176,101811.875,0.0,28.5,77.25
2024-01-04 01:00:00,1.5207214,-1.2488098,281.93585,283.69785,101858.25,0.0,28.5,77.25
2024-01-04 02:00:00,1.479248,-0.87698364,282.06415,283.38663,101955.375,0.0,28.5,77.25
2024-01-04 03:00:00,1.3662567,-0.6658478,281.31335,282.96973,102011.31,0.0,28.5,77.25
2024-01-04 04:00:00,1.3907166,-0.70202637,280.97986,283.1034,102107.25,0.0,28.5,77.25
2024-01-04 05:00:00,1.376709,-0.87023926,280.90668,283.85953,102117.19,0.0,28.5,77.25
2024-01-04 06:00:00,1.1856079,-1.1391602,281.08344,284.75153,102059.81,0.0,28.5,77.25
2024-01-04 07:00:00,0.84721375,-1.1251221,281.17603,284.9027,101957.06,4.7683716e-07,28.5,77.25
2024-01-04 08:00:00,-0.05848694,-0.79422,281.61725,286.59808,101831.875,2.861023e-06,28.5,77.25
2024-01-04 09:00:00,-0.8567505,-0.649704,281.93085,287.3791,101707.625,1.9073486e-06,28.5,77.25
2024-01-04 10:00:00,-1.2571564,-0.8470917,282.96436,286.43958,101665.0,4.7683716e-07,28.5,77.25
2024-01-04 11:00:00,-1.0037842,-0.9814606,282.9449,286.31134,101607.0,4.2915344e-06,28.5,77.25
2024-01-04 12:00:00,-0.044830322,-1.2276154,283.6168,287.0965,101646.75,1.4305115e-06,28.5,77.25
2024-01-04 13:00:00,0.63671875,-1.5334778,283.76508,287.12796,101659.31,0.0,28.5,77.25
2024-01-04 14:00:00,0.9679718,-1.7707977,283.81335,286.16852,101717.94,1.9073486e-06,28.5,77.25
2024-01-04 15:00:00,1.0384674,-1.9295197,283.71515,285.2366,101737.25,0.0,28.5,77.25
2024-01-04 16:00:00,0.90867615,-1.9175873,283.8683,284.92328,101748.31,0.0,28.5,77.25
2024-01-04 17:00:00,0.7870178,-1.8128815,283.7426,284.50256,101752.375,0.0,28.5,77.25
2024-01-04 18:00:00,0.8201294,-1.672287,283.2182,283.89703,101723.19,0.0,28.5,77.25
2024-01-04 19:00:00,0.8742523,-1.4539948,283.2085,283.77826,101720.81,0.0,28.5,77.25
2024-01-04 20:00:00,0.927475,-1.337265,283.24933,283.6068,101743.0,0.0,28.5,77.25
2024-01-04 21:00:00,0.98828125,-1.4092407,283.36542,283.7979,101753.06,0.0,28.5,77.25
2024-01-04 22:00:00,0.7768402,-1.9849854,283.4815,283.8451,101763.0,0.0,28.5,77.25
2024-01-04 23:00:00,0.7523346,-1.8537598,283.67157,284.54034,101743.56,0.0,28.5,77.25
2024-01-05 00:00:00,0.89556885,-1.8539581,283.8646,285.0977,101772.75,0.0,28.5,77.25
2024-01-05 01:00:00,0.91430664,-1.6173553,284.05106,285.34818,101828.5,9.536743e-07,28.5,77.25
2024-01-05 02:00:00,0.70895386,-1.5361481,284.25873,285.4566,101896.56,9.536743e-07,28.5,77.25
2024-01-05 03:00:00,0.36521912,-1.9029846,283.3095,284.4701,101939.31,9.536743e-07,28.5,77.25
2024-01-05 04:00:00,-0.14273071,-1.6571198,282.86713,284.1786,101990.19,0.0,28.5,77.25
2024-01-05 05:00:00,-0.3534851,-1.3121948,282.97516,285.18762,102012.125,0.0,28.5,77.25
2024-01-05 06:00:00,-0.51112366,-0.9528961,282.9696,285.55353,101951.69,0.0,28.5,77.25
2024-01-05 07:00:00,-1.0584717,-0.14929199,282.96875,286.05142,101852.44,2.861023e-06,28.5,77.25
2024-01-05 08:00:00,-0.9399414,0.26486206,282.91516,287.39197,101750.81,5.865097e-05,28.5,77.25
2024-01-05 09:00:00,-0.6009979,0.5380554,282.67584,288.1972,101688.75,6.0081482e-05,28.5,77.25
2024-01-05 10:00:00,0.36219788,0.49884033,284.0301,285.30127,101755.19,3.9100647e-05,28.5,77.25
2024-01-05 11:00:00,0.61172485,-0.73335266,284.24588,285.63443,101670.625,4.7683716e-06,28.5,77.25
2024-01-05 12:00:00,0.7076721,-0.9796753,284.35986,286.4726,101721.06,9.536743e-07,28.5,77.25
2024-01-05 13:00:00,0.6045532,-1.3912354,284.85376,286.8291,101756.06,2.3841858e-06,28.5,77.25
2024-01-05 14:00:00,0.7849426,-1.5625153,284.9355,286.72278,101820.44,0.0,28.5,77.25
2024-01-05 15:00:00,0.9081116,-1.4580078,284.9029,286.61035,101872.44,1.9073486e-06,28.5,77.25
2024-01-05 16:00:00,1.0230255,-1.1564636,284.9817,286.9144,101905.25,9.536743e-07,28.5,77.25
2024-01-05 17:00:00,1.1187592,-0.7498779,284.9734,286.33545,101894.875,9.536743e-07,28.5,77.25
2024-01-05 18:00:00,1.212677,-0.6724701,284.8949,285.966,101882.81,0.0,28.5,77.25
2024-01-05 19:00:00,1.1658173,-0.7279968,284.80728,286.29886,101887.125,1.9073486e-06,28.5,77.25
2024-01-05 20:00:00,1.1053772,-0.91926575,284.7171,285.7053,101878.625,1.9073486e-06,28.5,77.25
2024-01-05 21:00:00,0.9197693,-1.0954742,284.70404,285.98944,101876.19,1.9073486e-06,28.5,77.25
2024-01-05 22:00:00,0.5322418,-1.1941681,284.15814,285.30768,101962.625,1.9073486e-06,28.5,77.25
2024-01-05 23:00:00,0.55722046,-1.1692505,284.08026,285.13837,101879.75,7.6293945e-06,28.5,77.25
2024-01-06 00:00:00,0.5887146,-1.4811707,284.3292,285.53778,101875.81,1.4305115e-06,28.5,77.25
2024-01-06 01:00:00,0.36468506,-1.6052094,284.17517,285.24374,101936.69,4.2915344e-06,28.5,77.25
2024-01-06 02:00:00,0.3056488,-2.060379,284.10117,284.77045,102031.31,3.33786e-06,28.5,77.25
2024-01-06 03:00:00,0.050430298,-2.5607147,283.6292,284.46646,102106.69,0.0,28.5,77.25
2024-01-06 04:00:00,-0.46243286,-2.2030334,282.65912,283.76703,102196.94,0.0,28.5,77.25
2024-01-06 05:00:00,-0.6404114,-1.7633057,282.76926,285.05182,102200.56,9.536743e-07,28.5,77.25
2024-01-06 06:00:00,-0.7450409,-1.489914,282.43225,285.72632,102130.94,3.8146973e-06,28.5,77.25
2024-01-06 07:00:00,-0.79585266,-1.3147583,281.61505,285.92798,102030.19,0.0,28.5,77.25
2024-01-06 08:00:00,-0.77685547,-1.0189667,281.9262,287.6173,101924.94,0.0,28.5,77.25
2024-01-06 09:00:00,-0.76893616,-0.79359436,282.06335,288.16318,101851.69,0.0,28.5,77.25
2024-01-06 10:00:00,-0.47291565,0.07455444,281.83725,286.74646,101880.44,0.0,28.5,77.25
2024-01-06 11:00:00,-0.30171204,-0.4343872,281.79553,286.80493,101822.125,0.0,28.5,77.25
2024-01-06 12:00:00,-0.381073,-1.2003021,282.15363,286.8565,101819.0,0.0,28.5,77.25
2024-01-06 13:00:00,-0.6023712,-1.3754425,282.36322,286.49847,101893.375,0.0,28.5,77.25
2024-01-06 14:00:00,-0.8730316,-0.59983826,282.5832,286.21863,101954.44,0.0,28.5,77.25
2024-01-06 15:00:00,-0.90882874,0.86279297,282.3689,285.80383,102026.625,0.0,28.5,77.25
2024-01-06 16:00:00,-0.55436707,1.7438354,282.46326,285.3629,102044.56,0.0,28.5,77.25
2024-01-06 17:00:00,-0.21763611,1.8323975,282.35205,284.3065,102025.94,0.0,28.5,77.25
2024-01-06 18:00:00,0.19187927,1.4443512,282.51654,284.67615,102010.06,0.0,28.5,77.25
2024-01-06 19:00:00,0.460495,1.000946,282.53943,284.43256,102005.56,1.4305115e-06,28.5,77.25
2024-01-06 20:00:00,0.78160095,0.4419403,282.1856,283.42938,101949.06,0.0,28.5,77.25
2024-01-06 21:00:00,1.0957184,-0.28753662,281.31885,281.9793,101961.81,0.0,28.5,77.25
2024-01-06 22:00:00,1.2984161,0.15803528,281.14594,281.59442,101975.06,0.0,28.5,77.25
2024-01-06 23:00:00,1.3753204,-0.42822266,281.04404,281.32233,101951.94,0.0,28.5,77.25
2024-01-07 00:00:00,0.9431,-1.064743,280.79282,281.37854,101965.06,0.0,28.5,77.25
2024-01-07 01:00:00,0.58644104,-0.4998169,280.81195,281.3927,102047.44,9.536743e-07,28.5,77.25
2024-01-07 02:00:00,0.25558472,-0.03857422,281.00958,281.8564,102136.0,0.0,28.5,77.25
2024-01-07 03:00:00,0.1839447,0.24324036,281.26678,282.38098,102228.375,0.0,28.5,77.25
2024-01-07 04:00:00,-0.07891846,0.3820343,280.8547,282.52472,102304.81,0.0,28.5,77.25
2024-01-07 05:00:00,-0.24967957,0.38531494,280.89557,284.5249,102375.0,0.0,28.5,77.25
2024-01-07 06:00:00,-0.47691345,0.65208435,280.75354,285.7131,102323.81,0.0,28.5,77.25
2024-01-07 07:00:00,-0.83128357,0.7299957,280.77954,286.00073,102180.56,0.0,28.5,77.25
2024-01-07 08:00:00,-1.0899811,0.8463135,281.46722,288.37912,102072.0,0.0,28.5,77.25
2024-01-07 09:00:00,-1.1177063,0.97650146,281.31757,289.00037,101974.375,0.0,28.5,77.25
2024-01-07 10:00:00,-0.7250824,1.4019165,282.282,287.2564,101932.56,0.0,28.5,77.25
2024-01-07 11:00:00,-0.7323303,0.97340393,281.86353,286.92166,101857.125,0.0,28.5,77.25
2024-01-07 12:00:00,-0.30955505,1.1552429,282.08047,287.56934,101859.44,0.0,28.5,77.25
2024-01-07 13:00:00,0.4820404,1.2317047,282.1247,286.84793,101867.94,0.0,28.5,77.25
2024-01-07 14:00:00,0.98786926,1.1707916,281.70193,284.6571,101933.375,0.0,28.5,77.25
2024-01-07 15:00:00,1.5458832,1.2060852,281.4886,283.57794,101977.69,0.0,28.5,77.25
2024-01-07 16:00:00,1.7401886,1.3178406,281.5999,283.4901,102016.5,0.0,28.5,77.25
2024-01-07 17:00:00,2.0401306,1.2247162,281.15808,282.52362,102003.19,0.0,28.5,77.25
2024-01-07 18:00:00,2.171875,0.67715454,281.0208,282.38333,101993.69,0.0,28.5,77.25
2024-01-07 19:00:00,1.8229218,-0.21287537,281.26813,282.86044,101990.5,0.0,28.5,77.25
2024-01-07 20:00:00,1.3577881,-0.78344727,281.4461,283.03418,101942.06,0.0,28.5,77.25
2024-01-07 21:00:00,1.181488,-1.3833313,280.34924,281.5434,101941.25,0.0,28.5,77.25
2024-01-07 22:00:00,0.8834076,-1.3574982,280.26324,280.77228,102007.94,0.0,28.5,77.25
2024-01-07 23:00:00,0.7386627,-1.5064087,280.13934,280.64236,101975.25,0.0,28.5,77.25
2024-01-08 00:00:00,0.79571533,-1.4591064,280.36188,281.00723,102001.75,0.0,28.5,77.25
2024-01-08 01:00:00,0.68437195,-1.5111542,280.46988,280.99466,102095.125,0.0,28.5,77.25
2024-01-08 02:00:00,0.543808,-1.415268,280.8529,281.37402,102155.5,0.0,28.5,77.25
2024-01-08 03:00:00,0.15136719,-1.1326599,281.333,281.77435,102229.44,0.0,28.5,77.25
2024-01-08 04:00:00,-0.06283569,-0.6472168,281.20648,281.42096,102302.625,0.0,28.5,77.25
2024-01-08 05:00:00,-0.14221191,-0.5016327,281.6801,283.55966,102351.875,0.0,28.5,77.25
2024-01-08 06:00:00,-0.33135986,-0.4513092,280.29236,284.5078,102269.94,0.0,28.5,77.25
2024-01-08 07:00:00,-0.4576416,-0.47207642,280.65567,284.9616,102155.81,0.0,28.5,77.25
2024-01-08 08:00:00,-0.5396118,-0.5991516,281.6799,287.3698,102044.31,0.0,28.5,77.25
2024-01-08 09:00:00,-0.66537476,-0.76008606,281.68018,288.1745,101955.94,0.0,28.5,77.25
2024-01-08 10:00:00,-0.4492798,-0.61634827,282.45715,286.58698,101895.25,0.0,28.5,77.25
2024-01-08 11:00:00,-0.3920288,-0.8013611,282.43326,286.35736,101884.44,0.0,28.5,77.25
2024-01-08 12:00:00,-0.37556458,-1.6198578,282.53802,287.46075,101839.19,0.0,28.5,77.25
2024-01-08 13:00:00,-0.20283508,-2.2561035,282.81274,287.46918,101872.56,0.0,28.5,77.25
2024-01-08 14:00:00,0.23558044,-2.265335,282.6524,286.4802,101886.375,0.0,28.5,77.25
2024-01-08 15:00:00,0.84677124,-1.9440918,282.97406,286.1807,101942.44,0.0,28.5,77.25
2024-01-08 16:00:00,1.0589142,-1.8266602,282.99664,285.49146,101962.94,0.0,28.5,77.25
2024-01-08 17:00:00,0.7654724,-1.9988708,283.08255,284.96338,101960.375,0.0,28.5,77.25
2024-01-08 18:00:00,0.7693634,-1.9313202,282.2735,283.18747,101931.0,0.0,28.5,77.25
2024-01-08 19:00:00,0.86361694,-1.6428375,282.0644,282.5683,101929.31,0.0,28.5,77.25
2024-01-08 20:00:00,0.9318695,-1.7783356,282.03888,282.4334,101944.875,0.0,28.5,77.25
2024-01-08 21:00:00,0.84143066,-2.097641,282.2359,282.86917,101979.19,0.0,28.5,77.25
2024-01-08 22:00:00,0.67678833,-2.2047424,282.43604,283.06848,101990.69,0.0,28.5,77.25
2024-01-08 23:00:00,0.10411072,-2.334549,282.38312,282.93668,101988.81,0.0,28.5,77.25
2024-01-09 00:00:00,-0.3013916,-2.010727,282.42615,282.94684,101972.125,0.0,28.5,77.25
2024-01-09 01:00:00,-0.21252441,-2.022293,282.48364,282.98755,102030.625,0.0,28.5,77.25
2024-01-09 02:00:00,0.18014526,-1.7339935,282.63312,283.17798,102098.81,0.0,28.5,77.25
2024-01-09 03:00:00,0.23634338,-1.5012512,282.39914,283.47083,102160.94,0.0,28.5,77.25
2024-01-09 04:00:00,0.31378174,-0.98721313,282.03867,283.4641,102248.5,0.0,28.5,77.25
2024-01-09 05:00:00,0.5844574,-0.9219971,282.08765,284.51477,102271.375,0.0,28.5,77.25
2024-01-09 06:00:00,1.3215485,-1.1772614,282.8197,286.1729,102188.31,0.0,28.5,77.25
2024-01-09 07:00:00,1.9399719,-1.5117645,283.39685,286.67593,102085.69,0.0,28.5,77.25
2024-01-09 08:00:00,2.2641296,-1.8368988,283.87714,288.169,101993.94,0.0,28.5,77.25
2024-01-09 09:00:00,2.219574,-2.0696564,283.79706,288.83215,101906.19,0.0,28.5,77.25
2024-01-09 10:00:00,2.6745453,-2.0710602,283.47403,287.18817,101934.94,0.0,28.5,77.25
2024-01-09 11:00:00,2.1618652,-2.718811,283.38416,286.95306,101895.81,0.0,28.5,77.25
2024-01-09 12:00:00,1.5748749,-2.4417725,283.4497,287.08362,101875.81,0.0,28.5,77.25
2024-01-09 13:00:00,1.8257141,-2.4890137,283.52908,286.36423,101924.56,0.0,28.5,77.25
2024-01-09 14:00:00,1.8538055,-2.6132355,283.07373,285.51807,101994.69,0.0,28.5,77.25
2024-01-09 15:00:00,1.8153687,-2.6428375,282.84253,285.08652,102070.69,0.0,28.5,77.25
2024-01-09 16:00:00,1.9342499,-2.3828278,282.66592,284.70874,102103.06,0.0,28.5,77.25
2024-01-09 17:00:00,1.8809204,-1.8985443,282.2672,283.7327,102114.69,0.0,28.5,77.25
2024-01-09 18:00:00,1.8226929,-1.5233612,282.05594,283.41522,102087.375,0.0,28.5,77.25
2024-01-09 19:00:00,1.9566345,-1.4121399,281.7157,283.0901,102066.25,0.0,28.5,77.25
2024-01-09 20:00:00,2.2084503,-1.5213776,281.32196,282.6319,102097.31,0.0,28.5,77.25
2024-01-09 21:00:00,2.4653015,-1.7539368,281.47934,282.88965,102050.375,0.0,28.5,77.25
2024-01-09 22:00:00,2.1186829,-1.6345673,280.6875,281.771,102051.31,0.0,28.5,77.25
2024-01-09 23:00:00,2.2139893,-2.1678162,280.73557,281.61792,102030.56,0.0,28.5,77.25
2024-01-10 00:00:00,2.2673187,-2.4389648,280.46735,281.54645,102016.0,0.0,28.5,77.25
2024-01-10 01:00:00,2.4635925,-2.1828918,280.42078,281.54517,102031.81,0.0,28.5,77.25
2024-01-10 02:00:00,2.706314,-1.8752594,280.3783,281.3781,102096.75,0.0,28.5,77.25
2024-01-10 03:00:00,3.1573944,-1.8872681,279.90454,281.24298,102120.125,0.0,28.5,77.25
2024-01-10 04:00:00,3.2174225,-1.722641,279.471,281.28632,102163.06,0.0,28.5,77.25
2024-01-10 05:00:00,3.0567322,-1.7692108,279.37378,282.32486,102163.31,0.0,28.5,77.25
2024-01-10 06:00:00,2.9778442,-1.9703217,279.4402,283.95596,102079.25,0.0,28.5,77.25
2024-01-10 07:00:00,3.0155945,-2.172882,279.32953,284.41544,101946.375,0.0,28.5,77.25
2024-01-10 08:00:00,3.0509033,-2.0969086,279.9603,287.3023,101805.19,0.0,28.5,77.25
2024-01-10 09:00:00,3.027588,-2.036148,280.68182,288.61432,101699.69,0.0,28.5,77.25
2024-01-10 10:00:00,3.2794647,-1.8185425,280.2522,286.74963,101654.25,0.0,28.5,77.25
2024-01-10 11:00:00,2.9992676,-1.8640289,280.47327,286.50696,101587.31,0.0,28.5,77.25
2024-01-10 12:00:00,1.829422,-1.0596924,280.7284,286.59515,101636.31,0.0,28.5,77.25
2024-01-10 13:00:00,2.232788,-1.0307922,280.9886,285.74283,101661.44,0.0,28.5,77.25
2024-01-10 14:00:00,2.662506,-1.169754,280.7977,284.28345,101756.94,0.0,28.5,77.25
2024-01-10 15:00:00,2.7357483,-1.371872,280.4624,283.50156,101796.75,0.0,28.5,77.25
2024-01-10 16:00:00,2.466919,-1.3484955,280.46576,283.19543,101839.5,0.0,28.5,77.25
2024-01-10 17:00:00,2.177185,-1.2264404,280.00397,282.20532,101835.81,0.0,28.5,77.25
2024-01-10 18:00:00,1.9892883,-1.043869,280.37286,282.49255,101844.69,0.0,28.5,77.25
2024-01-10 19:00:00,1.9921112,-0.8761139,280.16974,281.76636,101836.375,0.0,28.5,77.25
2024-01-10 20:00:00,2.1424866,-0.73321533,280.37952,281.5081,101857.31,0.0,28.5,77.25
2024-01-10 21:00:00,2.2882843,-0.67230225,280.50534,281.70697,101892.94,0.0,28.5,77.25
2024-01-10 22:00:00,2.3291779,-0.6031647,280.30347,281.0167,101936.875,0.0,28.5,77.25
2024-01-10 23:00:00,2.5063019,-0.6268616,280.01898,280.9151,101966.375,0.0,28.5,77.25
2024-01-11 00:00:00,2.4701233,-0.9171448,279.68448,280.77045,101972.375,0.0,28.5,77.25
2024-01-11 01:00:00,2.4769287,-1.127182,279.6574,280.73804,102015.56,0.0,28.5,77.25
2024-01-11 02:00:00,2.396469,-1.413269,279.42255,280.5746,102090.31,0.0,28.5,77.25
2024-01-11 03:00:00,2.3565674,-1.7598877,279.3557,280.8025,102165.125,0.0,28.5,77.25
2024-01-11 04:00:00,2.0763702,-1.8296967,279.74176,281.22806,102252.44,0.0,28.5,77.25
2024-01-11 05:00:00,1.9159851,-1.955658,281.42566,284.50592,102300.875,0.0,28.5,77.25
2024-01-11 06:00:00,1.56427,-1.9154816,280.9097,286.48755,102236.94,0.0,28.5,77.25
2024-01-11 07:00:00,1.5872498,-2.0230713,280.41122,286.9423,102109.94,0.0,28.5,77.25
2024-01-11 08:00:00,1.8913116,-2.1687012,280.4903,289.365,101979.25,0.0,28.5,77.25
2024-01-11 09:00:00,2.150116,-2.3704681,280.32825,290.11652,101888.25,0.0,28.5,77.25
2024-01-11 10:00:00,2.2596893,-2.2689056,280.97894,288.20734,101830.94,0.0,28.5,77.25
2024-01-11 11:00:00,2.1022186,-2.2673492,280.96603,288.01663,101780.75,0.0,28.5,77.25
2024-01-11 12:00:00,1.3556213,-1.3950653,281.46262,287.81738,101739.44,0.0,28.5,77.25
2024-01-11 13:00:00,1.7185364,-1.5644989,281.88245,286.6229,101775.625,0.0,28.5,77.25
2024-01-11 14:00:00,1.5397797,-1.723938,281.57092,284.55118,101828.19,0.0,28.5,77.25
2024-01-11 15:00:00,1.4566345,-1.715332,281.20483,282.96512,101848.375,0.0,28.5,77.25
2024-01-11 16:00:00,1.5670013,-1.6063232,280.85724,282.62415,101842.875,0.0,28.5,77.25
2024-01-11 17:00:00,1.7386322,-1.4611053,280.07855,281.28046,101851.56,0.0,28.5,77.25
2024-01-11 18:00:00,2.0597992,-1.3085327,279.9754,281.2231,101871.44,0.0,28.5,77.25
2024-01-11 19:00:00,2.5238037,-1.3154144,279.77435,280.93933,101883.44,0.0,28.5,77.25
